order_date,region,category,revenue,units
2026-07-13,South,Gadgets,1290.88,52
2026-07-13,South,Gizmos,824.82,33
2026-07-13,East,Widgets,2294.61,94
2026-07-13,East,Gadgets,1671.02,78
2026-07-13,East,Gizmos,987.8,48
2026-07-14,North,Widgets,1613.72,74
2026-07-14,North,Gadgets,1027.59,49
2026-07-14,North,Gizmos,652.47,25
2026-07-14,South,Widgets,1904.16,83
2026-07-14,South,Gadgets,1265.82,59
2026-07-14,South,Gizmos,893.01,43
2026-07-14,East,Widgets,2296.42,95
2026-07-14,East,Gadgets,1527.96,76
2026-07-14,East,Gizmos,981.72,44
2026-07-15,North,Widgets,1594.38,65
2026-07-15,North,Gadgets,1129.29,56
2026-07-15,North,Gizmos,693.83,35
2026-07-15,South,Widgets,1961.45,87
2026-07-15,South,Gadgets,1365.36,69
2026-07-15,South,Gizmos,830.75,40
2026-07-15,East,Widgets,2441.61,101
2026-07-15,East,Gadgets,1629.78,72
2026-07-15,East,Gizmos,1075.78,50
2026-07-16,North,Widgets,1478.29,62
2026-07-16,North,Gadgets,1104.63,44
2026-07-16,North,Gizmos,723.71,32
2026-07-16,South,Widgets,1958.9,107
2026-07-16,South,Gadgets,1336.92,58
2026-07-16,South,Gizmos,889.14,42
2026-07-16,East,Widgets,2397.09,95
2026-07-16,East,Gadgets,1685.72,86
2026-07-16,East,Gizmos,1002.14,43
2026-07-17,North,Widgets,1481.36,73
2026-07-17,North,Gadgets,1090.24,43
2026-07-17,North,Gizmos,667.59,29
2026-07-17,South,Widgets,1887.54,88
2026-07-17,South,Gadgets,1299.16,55
2026-07-17,South,Gizmos,896.17,39
2026-07-17,East,Widgets,2251.74,92
2026-07-17,East,Gadgets,1617.48,67
2026-07-17,East,Gizmos,1043.11,43
2026-07-18,North,Widgets,1048.09,44
2026-07-18,North,Gadgets,723.91,29
2026-07-18,North,Gizmos,447.71,20
2026-07-18,South,Widgets,1232.99,52
2026-07-18,South,Gadgets,905.05,40
2026-07-18,South,Gizmos,585.34,28
2026-07-18,East,Widgets,1421.6,67
2026-07-18,East,Gadgets,989.16,43
2026-07-18,East,Gizmos,658.24,26
2026-07-19,North,Widgets,952.47,36
2026-07-19,North,Gadgets,697.98,29
2026-07-19,North,Gizmos,429.85,19
2026-07-19,South,Widgets,1309.11,59
2026-07-19,South,Gadgets,835.65,45
2026-07-19,South,Gizmos,546.78,25
2026-07-19,East,Widgets,1411.74,66
2026-07-19,East,Gadgets,1082.69,51
2026-07-19,East,Gizmos,673.63,34
2026-07-20,North,Widgets,1514.21,82
2026-07-20,North,Gadgets,1102.22,43
2026-07-20,North,Gizmos,686.04,27
2026-07-20,South,Widgets,2030.42,85
2026-07-20,South,Gadgets,1395.86,76
2026-07-20,South,Gizmos,913.68,47
2026-07-20,East,Widgets,2277.19,123
2026-07-20,East,Gadgets,1745.4,69
2026-07-20,East,Gizmos,1119.41,48
2026-07-21,North,Widgets,1593.77,62
2026-07-21,North,Gadgets,1163.15,59
2026-07-21,North,Gizmos,732.84,31
2026-07-21,South,Widgets,2023.64,100
2026-07-21,South,Gadgets,1451.62,55
2026-07-21,South,Gizmos,917.08,48
2026-07-21,East,Widgets,2494.34,102
2026-07-21,East,Gadgets,1751.17,71
2026-07-21,East,Gizmos,1026.6,51
2026-07-22,North,Widgets,1502.58,65
2026-07-22,North,Gadgets,1143.06,55
2026-07-22,North,Gizmos,719.09,31
2026-07-22,South,Widgets,1974.65,81
2026-07-22,South,Gadgets,1331.12,55
2026-07-22,South,Gizmos,907.71,40
2026-07-22,East,Widgets,2400.16,108
2026-07-22,East,Gadgets,1660.97,69
2026-07-22,East,Gizmos,1104.44,43
2026-07-23,North,Widgets,1594.25,73
2026-07-23,North,Gadgets,1126.17,59
2026-07-23,North,Gizmos,678.99,32
2026-07-23,South,Widgets,2084.83,96
2026-07-23,South,Gadgets,1408.42,58
2026-07-23,South,Gizmos,880.01,45
2026-07-23,East,Widgets,2283.02,90
2026-07-23,East,Gadgets,1663.08,76
2026-07-23,East,Gizmos,1038.83,44
2026-07-24,North,Widgets,1529.76,62
2026-07-24,North,Gadgets,1159.25,52
2026-07-24,North,Gizmos,721.93,29
2026-07-24,South,Widgets,2031.6,89
2026-07-24,South,Gadgets,1334.32,66
2026-07-24,South,Gizmos,872.67,40
2026-07-24,East,Widgets,2402.85,101
2026-07-24,East,Gadgets,1776.53,77
2026-07-24,East,Gizmos,1078.93,57
2026-07-25,North,Widgets,1049.35,40
2026-07-25,North,Gadgets,716.75,34
2026-07-25,North,Gizmos,484.01,26
2026-07-25,South,Widgets,1205.89,51
2026-07-25,South,Gadgets,845.35,35
2026-07-25,South,Gizmos,582.28,23
2026-07-25,East,Widgets,1490.66,73
2026-07-25,East,Gadgets,1025.18,49
2026-07-25,East,Gizmos,660.99,27
2026-07-26,North,Widgets,1044.47,42
2026-07-26,North,Gadgets,684.42,33
2026-07-26,North,Gizmos,457.85,19
2026-07-26,South,Widgets,1241.77,61
2026-07-26,South,Gadgets,885.66,40
2026-07-26,South,Gizmos,579.97,27
2026-07-26,East,Widgets,1464.66,67
2026-07-26,East,Gadgets,1110.66,48
2026-07-26,East,Gizmos,721.62,29
2026-07-27,North,Widgets,1652.24,63
2026-07-27,North,Gadgets,1083.17,42
2026-07-27,North,Gizmos,751.86,38
2026-07-27,South,Widgets,2127.53,92
2026-07-27,South,Gadgets,1448.79,62
2026-07-27,South,Gizmos,928.67,46
2026-07-27,East,Widgets,2569.67,125
2026-07-27,East,Gadgets,1777.79,84
2026-07-27,East,Gizmos,1156.42,63
2026-07-28,North,Widgets,1714.38,83
2026-07-28,North,Gadgets,1200.22,60
2026-07-28,North,Gizmos,696.61,29
2026-07-28,South,Widgets,2070.68,95
2026-07-28,South,Gadgets,1367.96,59
2026-07-28,South,Gizmos,918.15,49
2026-07-28,East,Widgets,2311.3,90
2026-07-28,East,Gadgets,1643.66,84
2026-07-28,East,Gizmos,1140.22,52
2026-07-29,North,Widgets,1543.8,80
2026-07-29,North,Gadgets,1178.3,45
2026-07-29,North,Gizmos,757.83,41
2026-07-29,South,Widgets,2156.93,105
2026-07-29,South,Gadgets,1491.22,70
2026-07-29,South,Gizmos,874.81,39
2026-07-29,East,Widgets,2561.48,107
2026-07-29,East,Gadgets,1784.81,89
2026-07-29,East,Gizmos,1136.07,62
